county,profile,source_features,target_field,source_field,observed_value,normalized_value,count,resolved_target_value,status
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Mnr,MNR,1,MNR,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Park,PARK,2,PARK,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Pass,PASS,3,PASS,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Pkwy,PKWY,125,PKWY,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Pl,PL,38,PL,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Pne,PNE,1,,review
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Pt,PT,2,PT,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Rd,RD,1025,RD,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Rte,RTE,2,RTE,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Run,RUN,12,RUN,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,St,ST,1161,ST,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Trce,TRCE,1,TRCE,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Trl,TRL,1,TRL,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Wy,WY,806,,review
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,POSTTYPE,RoadNameType,Xing,XING,6,XING,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,E,E,3682,E,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,EB,EB,287,,review
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,N,N,5301,N,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,NB,NB,648,,review
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,S,S,4807,S,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,SB,SB,621,,review
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,W,W,5814,W,resolved
Davis,davis,C:\Mac\Home\Documents\working\utrans\county_obtained\Davis\DavisCounty_20260722.gdb\DavisRoads,PREDIR,PrefixDirection,WB,WB,297,,review
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,A1_POSTTYPE,ALIAS1TYPE,AVE,AVE,2,AVE,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,A1_POSTTYPE,ALIAS1TYPE,HWY,HWY,43,HWY,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,A1_POSTTYPE,ALIAS1TYPE,LN,LN,11,LN,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,A1_POSTTYPE,ALIAS1TYPE,RD,RD,24,RD,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,A1_POSTTYPE,ALIAS1TYPE,ST,ST,6,ST,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_CLASS,CLASS,A,A,15,A,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_CLASS,CLASS,B,B,3,B,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,300,300,1,,review
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,DIRT,DIRT,1677,D,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,GRAVEL,GRAVEL,2,,review
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,IMPROVED,IMPROVED,1103,I,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,OTHER,OTHER,37,,review
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,DOT_SRFTYP,SURFTYPE,PAVED,PAVED,1544,P,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTDIR,SUFDIR,E,E,202,E,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTDIR,SUFDIR,N,N,589,N,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTDIR,SUFDIR,S,S,523,S,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTDIR,SUFDIR,W,W,857,W,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,AVE,AVE,11,AVE,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,BLVD,BLVD,2,BLVD,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,CIR,CIR,24,CIR,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,CT,CT,3,CT,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,CV,CV,16,CV,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,DR,DR,79,DR,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,HWY,HWY,28,HWY,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,LN,LN,30,LN,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,LOOP,LOOP,12,LOOP,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,N,N,1,,review
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,RD,RD,525,RD,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,SQ,SQ,1,SQ,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,ST,ST,95,ST,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,TRL,TRL,1,TRL,resolved
Duchesne,duchesne,C:\Mac\Home\Documents\working\utrans\county_obtained\Duchesne\DuchesneCo_20191009.gdb\Centerlines,POSTTYPE,STREETTYPE,WAY,WAY,11,WAY,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,A1_POSTTYPE,ALIAS1_TYP,LN,LN,1,LN,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,A1_POSTTYPE,ALIAS1_TYP,RD,RD,12,RD,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,A1_POSTTYPE,ALIAS1_TYP,TRL,TRL,330,TRL,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_CLASS,CLASS,A,A,623,A,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_CLASS,CLASS,B,B,1387,B,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_CLASS,CLASS,C,C,1298,C,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_CLASS,CLASS,D,D,7217,D,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_CLASS,CLASS,P,P,9,P,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_SRFTYP,S_SURF2,300,300,3,,review
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_SRFTYP,S_SURF2,320,320,1,,review
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_SRFTYP,S_SURF2,<Null>,<NULL>,1,,review
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_SRFTYP,S_SURF2,Maintained Native,MAINTAINED NATIVE,1,,review
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,DOT_SRFTYP,S_SURF2,Paved Asphalt,PAVED ASPHALT,1,P-ASP,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,ONEWAY,ONE_WAY,0,0,9622,0,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTDIR,SUF_DIR,E,E,309,E,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTDIR,SUF_DIR,N,N,360,N,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTDIR,SUF_DIR,S,S,258,S,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTDIR,SUF_DIR,W,W,262,W,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,AVE,AVE,85,AVE,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,BLVD,BLVD,21,BLVD,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,CT,CT,10,CT,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,DR,DR,36,DR,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,LN,LN,83,LN,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,LOOP,LOOP,1,LOOP,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,PKWY,PKWY,11,PKWY,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,RD,RD,723,RD,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,SPUR,SPUR,8,SPUR,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,ST,ST,410,ST,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,TRL,TRL,502,TRL,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,POSTTYPE,S_TYPE,WAY,WAY,2,WAY,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,PREDIR,PRE_DIR,E,E,920,E,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,PREDIR,PRE_DIR,N,N,940,N,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,PREDIR,PRE_DIR,S,S,742,S,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,PREDIR,PRE_DIR,W,W,795,W,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,0,0,6178,,review
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,15,15,1,15,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,20,20,6,20,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,25,25,1502,25,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,30,30,727,30,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,35,35,267,35,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,40,40,140,40,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,45,45,188,45,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,50,50,133,50,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,55,55,200,55,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,65,65,199,65,resolved
Emery,emery,C:\Mac\Home\Documents\working\utrans\county_obtained\Emery\EmeryCo_20260611.gdb\Roads,SPEED_LMT,SPD_LMT,75,75,89,75,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,AVE,AVE,8,AVE,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,BLVD,BLVD,4,BLVD,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,COR,COR,1,COR,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,DR,DR,10,DR,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,LN,LN,9,LN,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,RAMP,RAMP,39,RAMP,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,RD,RD,60,RD,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,RTE,RTE,1,RTE,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,ST,ST,51,ST,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A1_POSTTYPE,ALIAS1TYPE,TRL,TRL,2,TRL,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A2_POSTTYPE,ALIAS2TYPE,RAMP,RAMP,8,RAMP,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A2_POSTTYPE,ALIAS2TYPE,RD,RD,65,RD,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,A2_POSTTYPE,ALIAS2TYPE,WAY,WAY,4,WAY,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,AN_POSTDIR,ACSSUF,E,E,14,E,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,AN_POSTDIR,ACSSUF,N,N,8,N,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,a,A,416,A,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,ap,AP,15,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,b,B,4457,B,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,blm,BLM,23,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,co,CO,6,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,d,D,20852,D,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,dwr,DWR,1,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,fs,FS,181,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,ind,IND,203,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,pr,PR,407,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,rr,RR,7,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,sj,SJ,2,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,sp,SP,27,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,u,U,5,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_CLASS,CLASS,wld,WLD,1,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_SRFTYP,SURFTYPE,100,100,1773,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_SRFTYP,SURFTYPE,200,200,986,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_SRFTYP,SURFTYPE,200.00,200.00,1,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,DOT_SRFTYP,SURFTYPE,300,300,20968,,review
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTDIR,SUFDIR,E,E,50,E,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTDIR,SUFDIR,N,N,55,N,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTDIR,SUFDIR,S,S,39,S,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTDIR,SUFDIR,W,W,49,W,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,AVE,AVE,85,AVE,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,BLVD,BLVD,20,BLVD,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,CIR,CIR,61,CIR,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,CT,CT,43,CT,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,DR,DR,331,DR,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,FWY,FWY,50,FWY,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,HTS,HTS,7,HTS,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,HWY,HWY,2,HWY,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,LN,LN,401,LN,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,LOOP,LOOP,36,LOOP,resolved
Grand,grand,C:\Mac\Home\Documents\working\utrans\county_obtained\Grand\GrandCo_20260722.gdb\GC_ROADS_07_09_26,POSTTYPE,STREETTYPE,PKWY,PKWY,10,PKWY,resolved
