county,profile,source_features,target_field,source_field,observed_value,normalized_value,count,resolved_target_value,status,approved_target_value,note
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,115,115,16,,review,P,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,200,200,34,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,91409 SEGMENT RANGE COR,91409 SEGMENT RANGE COR,2,,review,,no matching value
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,GRAVEL,GRAVEL,8,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Improv_Agg/gravel,IMPROV_AGG/GRAVEL,166,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Improv_Crushed_agg,IMPROV_CRUSHED_AGG,12,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Improv_gravel,IMPROV_GRAVEL,5,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Improv_Mag_chlorid,IMPROV_MAG_CHLORID,1,,review,I,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Improv_Oiled,IMPROV_OILED,16,,review,,no matching value
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,DOT_SRFTYP,S_SURF2,Paved_Asphalt,PAVED_ASPHALT,136,,review,P-ASP,
Wayne,wayne,C:\Mac\Home\Documents\working\utrans\county_obtained\Wayne\WayneCo_20260414.gdb\WayneCoRds_20260409,PREDIR,PRE_DIR,c,C,1,,review,,no matching value
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,POSTTYPE,STREETTYPE,CRT,CRT,1,,review,CT,typo for Court
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,POSTTYPE,STREETTYPE,RR,RR,108,,review,,no matching value - railroad features
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,0,0,195,,review,25,defaulting to 25
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,1,1,1,,review,25,defaulting to 25
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,10,10,1,,review,10,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,15,15,7,,review,15,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,19,19,4,,review,20,
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,25,25,12513,,review,25,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,30,30,493,,review,30,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,35,35,911,,review,35,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,40,40,476,,review,40,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,45,45,116,,review,45,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,50,50,261,,review,50,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,55,55,164,,review,55,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,60,60,4,,review,60,not sure why this wouldn't match
Weber,weber,C:\Mac\Home\Documents\working\utrans\county_obtained\Weber\WeberCounty_20260729.gdb\weber_centerline,SPEED_LMT,SPEEDLIMIT,65,65,15,,review,65,not sure why this wouldn't match
